RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2023116,William Herrera,20,Female,AIML,1,C,CMRIT,Prof. Kavya,8.24,7.49,9.41,7.4,5.44,6.92,7.1,8.21,7.87,28,23,30,98,8,5,147516,10119,False,0,65,7,0.68,7,6,Medium
CMR2023117,Ashley Waller,21,Female,AIML,1,B,CMRIT,Prof. Kavya,5.15,9.05,6.4,9.04,7.36,6.79,7.92,6.16,7.1,22,21,23,51,3,5,68216,74868,True,1,93,7,0.55,13,3,High
CMR2023118,Victor Baker,23,Female,MECH,1,C,CMRIT,Dr. Arvind,9.74,7.82,7.82,5.94,9.94,9.41,7.46,6.55,8.78,27,20,21,52,2,5,19724,65980,True,0,87,7,0.3,14,10,High
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023120,Larry Dixon,23,Female,AIML,2,B,CMRIT,Dr. Arvind,8.67,6.47,5.89,5.01,8.51,7.86,9.25,8.85,6.51,29,20,22,60,2,1,88418,62906,True,3,38,6,0.82,3,6,Medium
CMR2023121,Kenneth Scott,23,Female,EEE,1,B,CMRIT,Prof. Kavya,6.25,5.34,6.28,5.54,5.01,6.93,8.66,9.85,5.79,26,27,26,50,7,1,97073,148136,False,0,32,7,0.85,9,4,High
CMR2023122,April Frost,18,Female,CSE,3,B,CMRIT,Dr. Ramesh,5.37,5.85,6.88,8.66,7.74,9.49,5.47,7.97,7.33,29,27,20,66,8,8,118068,48253,False,0,40,4,0.37,3,4,High
CMR2023123,Michelle Harmon,20,Female,ECE,2,A,CMRIT,Dr. Ramesh,6.96,7.75,7.45,5.27,5.02,5.44,9.12,8.13,6.86,27,23,21,70,7,4,11746,59251,True,2,30,7,0.89,4,7,Medium
CMR2023124,Helen Jones,18,Female,AIML,3,B,CMRIT,Dr. Arvind,5.93,5.22,7.2,6.32,9.19,7.82,5.76,8.48,6.95,21,21,30,92,8,6,95122,146937,False,0,95,5,0.69,13,7,High
CMR2023125,Erin Edwards,22,Female,MECH,2,B,CMRIT,Dr. Arvind,5.39,9.51,8.57,7.51,9.5,9.0,8.39,8.1,7.75,21,27,22,52,2,4,48821,60545,True,1,25,7,0.35,10,7,High
CMR2023126,Michelle Evans,20,Male,CSE,4,C,CMRIT,Prof. Meena,7.76,9.28,7.6,9.59,5.06,8.5,7.94,8.91,8.08,21,26,22,56,6,7,43849,31267,True,0,56,8,0.92,14,7,High
CMR2023127,Jason Powell,22,Female,CSE,2,B,CMRIT,Prof. Meena,5.72,8.04,8.47,5.19,9.45,6.66,6.19,8.73,6.86,24,25,20,95,3,2,93569,84444,False,0,55,7,0.9,10,2,Medium
CMR2023128,Cameron Fisher,20,Female,ECE,3,C,CMRIT,Prof. Meena,8.02,5.45,7.21,9.57,7.04,7.42,7.58,6.87,7.45,20,28,22,52,3,0,22201,86559,False,0,37,8,0.92,0,3,High
CMR2023129,Megan Orr,19,Male,EEE,1,B,CMRIT,Prof. Kavya,6.37,9.12,7.53,8.18,5.62,5.15,6.86,7.97,7.74,22,27,29,58,0,6,149528,96687,False,0,40,6,0.82,11,2,High
CMR2023130,Elizabeth Kelley,18,Male,MECH,2,A,CMRIT,Prof. Kavya,8.39,6.35,7.05,5.1,8.9,8.84,5.04,9.56,6.72,30,22,29,67,6,5,7218,63659,False,0,97,6,0.8,11,5,High
CMR2023131,Dustin Jordan,21,Female,AIML,4,B,CMRIT,Prof. Meena,7.92,5.04,10.0,9.83,9.2,7.81,7.97,6.41,8.02,30,21,27,52,2,8,21734,93154,False,0,61,6,0.48,11,5,High
CMR2023132,Mary Marshall,19,Male,MECH,4,C,CMRIT,Dr. Arvind,8.4,8.61,8.28,9.99,6.3,7.09,6.94,5.18,7.6,29,23,25,51,4,1,63291,145151,False,0,65,8,0.51,2,9,High
CMR2023133,Daniel Kennedy,21,Male,CIVIL,3,C,CMRIT,Prof. Kavya,9.73,9.5,8.27,6.11,6.12,9.36,7.1,9.43,8.18,25,24,29,70,3,8,82083,126572,True,3,26,9,0.71,9,2,High
CMR2023134,Rebecca Jackson,18,Female,MECH,3,B,CMRIT,Dr. Ramesh,9.35,5.75,9.96,6.71,9.94,9.46,9.93,5.72,8.53,22,21,27,76,2,7,92196,51353,False,0,27,4,0.62,3,3,High
CMR2023135,Jose Schultz,18,Male,MECH,4,C,CMRIT,Prof. Meena,7.02,9.83,6.92,5.19,6.0,6.87,5.07,6.61,6.69,28,23,20,59,2,1,6081,70227,True,2,59,5,0.37,8,10,High
CMR2023136,Robert Potter,18,Female,ECE,4,C,CMRIT,Dr. Arvind,7.17,8.43,5.67,9.98,7.45,8.75,5.82,9.53,7.85,26,20,23,64,4,8,63804,39394,True,0,95,8,0.42,5,1,High
CMR2023137,Courtney Gonzalez,22,Male,MECH,1,C,CMRIT,Dr. Ramesh,8.27,5.1,8.45,7.08,6.9,7.74,7.37,5.77,6.68,30,30,20,72,1,4,83935,115328,True,2,99,8,0.79,6,2,High
CMR2023138,David Alvarez,18,Male,EEE,2,C,CMRIT,Prof. Kavya,8.89,9.16,9.87,6.79,7.05,5.8,7.74,9.55,8.68,27,25,23,44,1,4,5717,8342,True,0,93,9,0.65,1,9,High
CMR2023139,Angel Perry,23,Male,EEE,3,B,CMRIT,Prof. Meena,5.25,9.07,9.37,9.26,6.8,8.38,7.13,5.58,8.02,20,20,22,63,5,2,49698,91156,False,0,76,8,0.49,11,2,High
CMR2023140,Cheyenne Horton,18,Female,EEE,4,B,CMRIT,Prof. Meena,8.45,7.39,7.11,9.43,5.83,5.66,8.63,9.91,7.8,22,21,26,70,7,1,131530,119861,True,3,65,8,0.32,10,3,Medium
CMR2023141,David Douglas Jr.,21,Female,CSE,1,B,CMRIT,Dr. Arvind,5.06,9.34,7.62,8.72,8.62,6.12,9.78,9.37,7.2,28,28,29,93,8,0,29967,118468,True,3,64,9,0.77,6,3,Medium
CMR2023142,Patricia Rodriguez,18,Male,MECH,4,B,CMRIT,Prof. Kavya,5.37,7.46,6.2,9.85,5.25,6.11,8.22,7.02,6.94,23,21,27,46,6,6,121441,122466,True,3,77,6,0.38,7,1,High
CMR2023143,Christopher Rubio,18,Male,CSE,3,C,CMRIT,Prof. Kavya,8.27,7.28,6.7,9.13,9.08,9.22,6.66,8.84,8.28,29,27,30,75,8,5,100235,123628,True,0,48,4,0.54,13,5,High
CMR2023144,Amber Wright,23,Male,CSE,2,B,CMRIT,Prof. Kavya,9.11,8.71,7.05,6.27,5.98,5.6,9.26,6.08,7.79,23,25,21,71,0,8,113650,17189,True,3,78,9,0.71,8,3,High
CMR2023145,Joyce Solis,23,Male,MECH,4,C,CMRIT,Prof. Meena,9.62,8.91,9.55,8.46,5.87,9.08,5.52,8.29,8.16,29,25,28,48,6,8,105837,114750,True,2,70,6,0.98,7,3,High
CMR2023146,Victoria Larson,20,Female,CIVIL,2,A,CMRIT,Prof. Kavya,8.12,6.45,6.73,8.36,9.91,8.25,9.79,7.52,7.42,30,25,21,73,1,0,97337,130926,False,0,88,6,0.91,6,1,High
CMR2023147,Stephanie Salazar,21,Male,CSE,1,A,CMRIT,Dr. Arvind,8.75,5.8,6.43,6.25,9.2,8.45,6.48,8.77,7.28,20,25,27,84,0,6,31864,63800,False,0,50,8,0.85,12,5,High
CMR2023148,Kathy Rivas,21,Female,CIVIL,3,C,CMRIT,Dr. Ramesh,5.06,6.26,8.1,8.9,9.35,9.15,9.56,8.52,7.8,30,25,29,51,8,1,148291,56503,True,2,77,5,0.99,1,3,High
CMR2023149,Stephanie Manning,21,Male,EEE,3,C,CMRIT,Dr. Arvind,5.65,7.92,6.28,6.65,8.55,5.77,5.77,6.61,6.8,20,30,29,73,1,8,83945,133594,False,0,29,9,0.52,3,3,High
CMR2023150,David Wright,19,Female,MECH,4,A,CMRIT,Dr. Arvind,6.11,6.07,6.66,6.8,6.09,8.76,7.65,9.98,7.27,30,20,21,64,4,8,95703,121828,True,1,25,9,0.92,6,2,High
CMR2023151,Pamela Boyd,23,Female,CSE,3,C,CMRIT,Prof. Meena,7.43,6.48,8.26,6.6,5.41,5.48,9.86,8.87,6.61,28,20,30,81,1,2,22163,60255,True,3,33,5,0.68,11,7,Medium
CMR2023152,Denise Jones,18,Female,CIVIL,3,A,CMRIT,Dr. Ramesh,5.37,5.89,6.26,5.35,9.11,9.55,7.04,7.26,6.92,26,26,25,84,1,5,9427,107105,True,0,99,4,0.83,9,1,High
CMR2023153,Devon Flores,22,Male,ECE,3,C,CMRIT,Dr. Ramesh,6.41,9.63,6.91,9.11,5.15,5.78,6.1,8.73,7.17,28,24,30,42,0,6,42768,83133,False,0,21,8,0.91,2,2,High
CMR2023154,Brenda Hall,22,Male,ECE,2,C,CMRIT,Dr. Arvind,6.06,9.53,9.26,5.71,5.92,8.08,6.26,5.57,7.64,30,29,20,71,5,5,148878,125917,True,2,28,6,0.37,11,10,Medium
CMR2023155,Michelle Brown,19,Male,CSE,3,C,CMRIT,Dr. Ramesh,9.5,6.59,7.25,8.08,6.53,7.92,7.83,6.82,7.64,25,26,22,96,7,7,6266,87107,True,1,75,6,0.89,2,6,High
CMR2023156,Joshua Perry,21,Female,ECE,4,C,CMRIT,Dr. Ramesh,5.88,8.03,9.21,9.29,5.7,7.69,6.32,9.43,7.69,21,21,20,74,8,7,137953,13177,False,0,95,5,0.93,8,5,High
CMR2023157,Jason Stein,23,Male,ECE,4,A,CMRIT,Dr. Arvind,5.67,7.51,5.45,6.82,5.05,6.19,9.82,9.91,7.05,30,22,28,100,5,0,41797,121974,True,1,92,8,0.76,2,8,High
CMR2023158,Melissa Gates,19,Female,AIML,1,B,CMRIT,Dr. Arvind,6.17,8.34,7.59,8.96,6.94,9.59,9.41,5.2,7.25,30,25,21,63,1,8,141674,76695,False,0,94,8,0.7,6,7,High
CMR2023159,Jamie Smith,20,Female,AIML,4,B,CMRIT,Dr. Arvind,7.43,7.41,8.02,7.51,5.69,5.83,5.39,8.22,6.94,23,22,22,70,3,2,46250,99954,True,1,73,6,0.8,7,8,Medium
CMR2023160,Paul Castaneda,23,Female,CSE,2,A,CMRIT,Prof. Kavya,7.87,5.81,8.15,5.2,7.86,5.28,6.29,5.9,6.76,26,29,29,50,3,6,9881,79305,True,1,77,8,0.99,13,8,High
CMR2023161,Jennifer Adkins,22,Male,MECH,2,C,CMRIT,Dr. Arvind,5.84,8.43,9.61,7.98,5.34,6.89,5.66,5.08,7.96,28,28,30,72,1,1,115046,44206,True,1,80,8,0.72,14,9,High
CMR2023162,Lindsey Walker,21,Male,MECH,1,C,CMRIT,Prof. Meena,7.61,6.85,5.22,7.65,6.15,9.01,8.95,6.91,7.23,29,29,21,78,8,6,116539,40096,False,0,81,5,0.94,1,5,High
CMR2023163,Jeffrey Johnson,20,Male,CSE,1,C,CMRIT,Dr. Ramesh,7.6,6.88,6.03,9.02,7.04,5.53,7.13,7.93,7.24,24,28,26,51,5,8,100851,77236,False,0,46,7,0.69,8,8,High
CMR2023164,Michael Powell,22,Female,ECE,3,C,CMRIT,Dr. Arvind,8.87,6.99,5.69,9.32,5.6,6.15,8.92,9.75,7.1,21,23,28,70,6,1,110004,93719,True,1,69,9,0.3,1,3,Medium
CMR2023165,John Anderson,18,Female,AIML,3,A,CMRIT,Dr. Ramesh,8.62,9.65,7.0,8.28,6.43,9.82,5.29,8.87,8.3,22,30,27,84,3,2,120073,7807,True,2,44,4,0.85,8,9,High
CMR2023166,Alyssa Long,23,Male,ECE,2,C,CMRIT,Dr. Ramesh,9.88,5.43,6.38,7.0,8.35,7.03,6.0,5.08,7.17,21,21,28,99,6,0,79578,96251,False,0,55,5,0.72,3,8,Medium
CMR2023167,Alyssa Day,20,Male,EEE,1,C,CMRIT,Dr. Ramesh,7.52,6.7,5.59,7.57,6.29,7.69,8.97,6.25,7.11,27,26,29,70,1,4,131780,68772,False,0,78,9,0.62,9,1,High
CMR2023168,Joel Williams,18,Female,CIVIL,2,C,CMRIT,Prof. Kavya,9.0,7.06,6.77,7.68,8.5,6.32,6.44,6.99,7.63,25,21,28,100,3,7,51788,129926,False,0,65,5,0.93,4,3,High
CMR2023169,Daniel Murphy,23,Male,AIML,2,B,CMRIT,Prof. Kavya,6.15,9.17,9.18,6.78,8.89,5.6,5.39,9.78,7.82,27,29,20,95,4,7,146944,16079,False,0,67,8,0.52,14,10,High
CMR2023170,Jamie Walton,19,Female,EEE,2,C,CMRIT,Prof. Kavya,5.27,9.0,7.39,7.7,7.51,6.97,8.43,5.87,7.34,21,28,27,95,4,2,87746,7206,True,1,68,8,0.37,5,10,Medium
CMR2023171,Darlene Miller,22,Female,AIML,3,B,CMRIT,Dr. Arvind,6.83,7.49,6.05,8.5,6.86,9.27,6.4,5.9,7.5,22,29,30,49,2,7,64917,31180,False,0,50,8,0.6,6,4,High
CMR2023172,Joshua Cooke,18,Male,EEE,4,A,CMRIT,Dr. Arvind,8.93,6.5,7.81,7.84,6.99,8.45,5.3,9.07,7.61,27,30,21,62,0,6,122926,92728,False,0,66,6,0.69,14,5,High
CMR2023173,Matthew Harrington,18,Female,CIVIL,2,C,CMRIT,Prof. Kavya,9.9,6.42,6.63,7.55,8.87,7.23,5.39,8.07,7.62,27,30,22,45,2,5,48928,93444,False,0,100,8,0.7,13,2,High
CMR2023174,Nicole Herring,19,Female,ECE,3,C,CMRIT,Dr. Arvind,8.03,6.98,9.44,8.9,9.69,8.74,7.6,7.25,8.63,22,22,20,44,7,8,37778,66506,False,0,30,5,0.42,1,2,High
CMR2023175,Alex Hernandez,18,Male,EEE,1,A,CMRIT,Dr. Arvind,8.09,5.42,9.66,6.95,6.15,8.69,7.22,5.63,6.75,28,22,20,75,7,2,14215,98543,False,0,80,7,0.98,8,5,High
CMR2023176,Michael Elliott,23,Male,MECH,4,C,CMRIT,Prof. Meena,7.62,8.2,6.55,6.74,7.7,9.02,7.21,6.83,7.48,24,22,24,100,7,4,7767,5024,True,2,56,7,0.67,11,8,Medium
CMR2023177,Michael Wang,18,Female,ECE,2,A,CMRIT,Dr. Arvind,5.94,9.41,7.19,6.25,8.57,8.23,9.14,6.1,7.2,21,26,30,66,3,1,67799,140426,False,0,56,9,0.82,12,5,Medium
CMR2023178,Lawrence Adkins,19,Male,ECE,1,C,CMRIT,Prof. Meena,8.09,6.36,8.11,5.94,5.1,5.25,7.67,5.93,7.22,21,24,24,66,4,7,37778,119928,True,1,31,5,0.31,3,6,High
CMR2023179,Robert Oconnell,20,Female,CIVIL,1,B,CMRIT,Dr. Ramesh,9.22,9.76,5.28,8.88,5.36,7.35,5.96,9.21,9.49,26,20,21,87,1,8,70263,105872,False,0,51,9,1.0,3,8,High
CMR2023180,Alexander Collins,23,Male,EEE,4,C,CMRIT,Dr. Arvind,9.68,5.79,8.64,8.72,7.75,5.61,7.41,6.49,7.51,25,20,30,47,6,3,62091,34603,True,3,61,4,0.42,4,10,High
CMR2023181,Tina Sanders,18,Male,MECH,4,C,CMRIT,Prof. Kavya,6.86,5.45,5.79,5.46,8.09,9.65,9.98,8.13,7.43,20,25,30,91,7,3,45348,145601,True,1,82,5,0.52,8,6,High
CMR2023182,Angela Vaughn,18,Female,ECE,2,B,CMRIT,Dr. Ramesh,7.43,7.19,6.47,8.49,5.95,5.93,6.74,8.66,7.39,24,29,28,89,8,6,47033,23055,True,3,57,6,0.68,7,1,High
CMR2023183,Ashley Barton,23,Male,CSE,3,C,CMRIT,Prof. Kavya,6.6,5.32,9.84,9.1,5.95,8.42,8.83,5.77,7.54,24,25,26,46,7,3,89416,33957,True,0,25,5,0.43,0,4,High
CMR2023184,Lindsay Martinez,18,Male,MECH,4,C,CMRIT,Prof. Meena,7.63,8.51,6.28,6.83,8.03,5.35,9.65,6.04,7.29,27,21,27,73,0,1,20912,99614,False,0,67,9,0.34,9,5,Medium
CMR2023185,Dr. Hannah Patterson,20,Male,AIML,1,A,CMRIT,Prof. Kavya,7.66,5.95,7.63,6.24,8.13,5.89,8.75,7.08,6.8,21,30,29,72,5,2,98837,125250,False,0,33,5,0.85,8,7,Medium
CMR2023186,Jonathan Peterson,22,Female,ECE,3,C,CMRIT,Dr. Arvind,9.22,7.06,8.17,9.13,6.62,6.2,7.73,6.88,7.73,28,24,25,41,8,2,123594,122309,False,0,20,9,0.32,4,10,High
CMR2023187,Samantha Garcia,20,Male,ECE,2,A,CMRIT,Dr. Arvind,5.11,9.11,8.45,6.38,7.77,7.78,9.63,5.77,7.26,20,27,25,45,6,3,45922,41282,False,0,66,8,0.47,4,5,High
CMR2023188,Madison Poole,23,Male,CIVIL,3,B,CMRIT,Prof. Kavya,7.44,9.5,8.51,9.1,5.48,8.21,5.19,9.04,8.04,26,21,20,99,0,6,92658,96207,False,0,73,4,0.91,3,10,High
CMR2023189,Jessica Gross,18,Female,MECH,1,B,CMRIT,Prof. Kavya,6.63,8.49,5.77,8.37,9.99,9.86,8.76,7.88,7.56,21,23,26,75,6,4,80964,108369,True,1,63,4,0.63,11,1,High
CMR2023190,Debra Morton,18,Female,MECH,4,C,CMRIT,Prof. Kavya,8.81,7.4,5.99,6.98,7.86,7.81,9.99,7.62,7.81,23,21,24,62,0,4,117739,89780,True,0,72,7,0.56,3,6,Medium
CMR2023191,Karen Graham,19,Female,MECH,4,C,CMRIT,Prof. Kavya,7.2,9.62,6.17,8.43,5.78,8.64,5.43,8.7,7.5,23,29,22,53,8,3,80414,8600,False,0,34,6,0.62,0,6,High
CMR2023192,Debra Christian,19,Female,MECH,4,C,CMRIT,Prof. Kavya,8.48,8.34,6.88,9.53,7.63,6.28,5.3,6.0,7.3,29,24,20,95,1,0,126886,7184,True,3,54,9,0.9,10,6,Medium
CMR2023193,Angelica Keith,20,Female,AIML,4,C,CMRIT,Dr. Ramesh,9.52,7.42,7.99,5.44,5.99,9.83,7.8,8.56,7.82,20,23,28,62,4,3,84934,92443,False,0,70,9,0.41,5,6,Medium
CMR2023194,John Bishop,22,Female,CSE,3,B,CMRIT,Dr. Ramesh,9.72,9.75,6.13,6.71,6.96,5.69,8.65,7.6,7.49,30,29,30,74,2,3,64618,114401,True,1,74,6,0.94,5,8,Medium
CMR2023195,Allen Rosales,23,Male,MECH,2,A,CMRIT,Dr. Arvind,8.44,9.49,9.55,7.15,9.55,8.85,8.28,7.82,8.66,22,25,21,66,4,7,144712,36034,True,2,38,9,0.32,5,7,High
CMR2023196,Daniel Salinas,23,Female,AIML,2,A,CMRIT,Prof. Kavya,5.92,8.81,8.06,6.33,7.84,6.15,6.16,8.44,7.28,25,21,27,48,2,3,40150,136681,False,0,67,5,0.9,7,8,High
CMR2023197,Spencer Haynes,19,Male,EEE,1,B,CMRIT,Prof. Meena,6.11,8.36,6.01,6.02,5.89,9.77,7.2,8.09,7.23,25,27,23,78,8,8,117081,111133,True,3,60,7,0.73,11,10,High
CMR2023198,Adam Vaughan,23,Male,MECH,1,B,CMRIT,Prof. Meena,9.14,5.21,9.98,7.59,6.98,8.68,7.79,7.58,7.18,30,20,23,79,0,8,81330,120226,False,0,58,6,0.62,6,5,High
CMR2023199,Nathan Freeman,19,Female,CIVIL,4,A,CMRIT,Dr. Ramesh,5.9,7.93,9.47,7.73,6.97,6.62,5.12,7.27,7.13,23,27,21,45,8,6,70557,89954,True,0,31,4,0.79,10,6,High
CMR2023200,Melissa Brewer,23,Male,EEE,4,A,CMRIT,Prof. Kavya,9.56,7.83,8.3,5.75,9.34,5.89,8.56,7.1,7.79,24,27,24,71,7,8,52368,35816,True,1,20,8,0.84,0,8,High
CMR2023201,Ricky Davis II,18,Female,AIML,2,C,CMRIT,Prof. Meena,7.27,7.21,8.01,5.03,9.41,6.39,8.14,9.1,6.88,23,20,22,93,4,5,43864,19434,False,0,24,5,0.9,10,10,Medium
CMR2023202,Elizabeth Perkins,18,Male,CSE,4,A,CMRIT,Prof. Kavya,8.36,8.06,8.46,7.97,8.94,5.89,7.28,7.89,7.86,20,21,24,70,2,1,89625,101618,False,0,28,7,0.89,1,5,Medium
CMR2023203,Joseph Coleman,23,Female,ECE,4,C,CMRIT,Prof. Kavya,8.48,8.06,5.55,8.65,8.14,9.94,7.42,8.44,8.09,24,26,29,71,2,3,87965,73068,False,0,36,8,0.69,8,8,Medium
CMR2023204,Erin Warner,23,Female,AIML,1,A,CMRIT,Dr. Ramesh,7.32,8.98,8.69,6.04,8.08,7.07,5.23,6.75,8.15,30,23,20,89,0,1,57740,78826,False,0,28,6,0.51,8,6,Low
CMR2023205,David Martinez,23,Female,ECE,4,C,CMRIT,Dr. Ramesh,9.16,5.97,9.17,9.61,7.4,7.37,5.18,5.68,7.44,22,30,27,76,5,8,145762,92846,False,0,72,9,0.34,8,5,High
CMR2023206,Bryan Herrera,22,Male,AIML,3,B,CMRIT,Dr. Ramesh,9.85,6.4,5.16,9.92,8.13,9.21,7.85,6.95,8.11,29,21,24,68,4,3,87444,13291,False,0,72,4,0.65,3,6,High
CMR2023207,Cathy Robinson,22,Female,AIML,1,B,CMRIT,Dr. Ramesh,8.89,9.57,7.22,5.12,7.41,7.5,5.95,9.62,9.23,28,24,25,47,0,4,42563,30756,True,1,24,7,0.57,13,9,High
CMR2023208,Dr. William Warren,18,Male,ECE,4,A,CMRIT,Dr. Ramesh,7.6,8.29,6.56,7.89,6.56,9.46,6.6,5.96,7.37,24,28,25,75,8,1,120635,35841,False,0,39,5,0.49,0,10,Medium
CMR2023209,Brian Lee,19,Female,MECH,3,B,CMRIT,Prof. Kavya,9.72,9.02,7.87,5.86,6.56,9.46,7.7,5.25,8.08,20,27,30,97,7,5,18226,32768,False,0,26,4,0.6,2,10,High
CMR2023210,Christopher Smith,20,Female,AIML,1,B,CMRIT,Prof. Kavya,5.46,9.01,8.49,5.49,6.55,8.22,8.83,7.35,7.23,23,22,29,69,7,0,72646,100276,False,0,43,9,0.94,5,6,Medium
CMR2023211,Denise Mccann,18,Female,CSE,3,B,CMRIT,Prof. Meena,9.23,6.41,6.74,7.87,7.54,7.03,8.57,5.53,7.47,28,30,21,75,2,7,84198,144656,False,0,71,8,0.59,9,4,High
CMR2023212,Melissa Martinez,21,Male,ECE,2,C,CMRIT,Prof. Meena,8.92,7.18,8.94,7.72,6.18,8.31,5.39,9.65,8.19,29,27,21,46,6,5,126348,90295,True,3,42,6,0.97,1,10,High
CMR2023213,Katherine Salas,21,Male,CSE,2,A,CMRIT,Dr. Ramesh,8.79,8.3,7.26,6.46,8.08,7.24,6.03,9.39,7.7,24,29,30,94,2,4,84835,118961,False,0,31,8,0.31,8,7,Low
CMR2023214,Julie Alexander,18,Female,MECH,1,A,CMRIT,Dr. Arvind,5.55,6.41,5.16,7.16,7.95,8.13,8.56,7.03,5.98,26,28,23,49,4,2,50458,129484,True,1,91,7,0.89,5,7,High
CMR2023215,Anthony Everett,19,Male,CSE,1,A,CMRIT,Prof. Meena,8.29,9.87,5.68,5.69,9.03,9.3,9.47,8.48,9.08,26,29,22,67,0,7,124116,138540,False,0,90,7,0.57,3,3,High
CMR2023216,Rodney Morales,23,Male,CIVIL,3,B,CMRIT,Dr. Arvind,5.17,5.19,7.42,6.84,7.9,9.81,5.4,8.65,7.05,28,24,27,83,8,4,140515,25508,True,1,80,9,0.82,10,2,High
CMR2023217,Mark Brown,22,Male,ECE,1,B,CMRIT,Prof. Meena,7.56,7.35,8.67,7.11,9.8,8.99,6.45,5.18,7.46,29,24,29,91,0,4,73273,21100,False,0,94,5,0.7,10,5,High
CMR2023218,Justin Torres,21,Male,AIML,1,B,CMRIT,Dr. Arvind,5.66,6.4,9.29,5.07,5.56,5.87,7.96,5.76,6.03,27,25,22,49,2,7,73485,66917,False,0,43,8,0.9,5,2,High
CMR2023219,Bailey Duran DDS,21,Female,AIML,4,C,CMRIT,Prof. Kavya,6.05,8.67,6.73,8.21,8.78,5.58,5.84,6.99,7.11,24,27,28,40,4,7,66252,104562,False,0,80,6,0.4,13,7,High
CMR2023220,Courtney Mills,21,Female,MECH,1,A,CMRIT,Dr. Arvind,9.78,7.16,9.59,9.29,6.67,6.34,5.49,8.27,8.47,26,27,30,93,1,0,68385,56098,False,0,43,6,0.68,10,1,Low
CMR2023221,Jeremy Dalton,21,Male,MECH,1,C,CMRIT,Prof. Meena,6.76,8.63,6.26,5.17,8.1,5.28,7.97,9.47,7.7,23,29,30,91,2,1,36926,36451,True,1,68,9,0.83,10,10,Medium
CMR2023222,Elizabeth Oliver DDS,23,Male,ECE,3,B,CMRIT,Dr. Ramesh,8.19,9.61,6.38,7.13,9.52,8.85,6.62,5.81,8.28,21,24,20,68,1,7,105348,106866,False,0,27,6,0.97,4,3,High
CMR2023223,Theresa Clark,19,Female,AIML,4,A,CMRIT,Prof. Kavya,7.7,7.16,8.07,5.53,7.21,6.29,5.17,5.35,6.56,24,27,20,76,0,8,135469,44021,True,0,69,6,0.41,5,7,High
CMR2023224,Matthew Moore,23,Female,EEE,4,B,CMRIT,Dr. Ramesh,7.7,5.02,9.77,9.09,7.41,7.84,9.68,6.79,7.91,30,24,26,81,3,2,19468,28767,False,0,88,6,0.36,7,5,High
CMR2023225,Benjamin Smith,22,Male,EEE,2,B,CMRIT,Prof. Meena,9.48,8.15,6.8,5.42,8.16,8.68,5.7,5.97,7.46,29,23,27,41,0,5,106913,21513,False,0,83,8,0.98,12,8,High
CMR2023226,Kirk Carter,18,Female,CIVIL,1,B,CMRIT,Dr. Ramesh,6.06,8.27,7.62,9.7,9.35,7.68,8.71,6.16,7.16,21,20,22,40,2,0,133160,9997,False,0,99,4,0.47,10,3,High
CMR2023227,Michael Warner,20,Male,EEE,2,C,CMRIT,Dr. Ramesh,9.09,5.53,7.49,9.0,6.1,9.02,7.13,9.06,7.78,30,26,25,47,4,2,36667,148100,True,2,47,4,0.72,5,2,High
CMR2023228,Michael Bradshaw,21,Male,CIVIL,3,C,CMRIT,Prof. Kavya,7.19,9.63,5.2,5.5,9.24,8.06,8.89,5.08,7.47,27,21,20,84,2,3,6893,52032,True,2,73,9,0.87,12,8,Medium
CMR2023229,Lori Guerrero,19,Female,MECH,4,B,CMRIT,Prof. Kavya,9.69,8.05,5.19,5.9,7.5,9.75,8.14,8.91,7.89,25,26,20,54,7,3,66771,55306,True,0,99,6,0.9,8,9,High
CMR2023230,Jessica Stephens,20,Male,AIML,1,A,CMRIT,Prof. Meena,7.49,5.8,9.61,5.27,6.82,6.05,6.26,8.08,6.64,27,20,21,86,7,5,18751,145865,True,1,23,7,0.66,1,4,Medium
CMR2023231,Susan Serrano,21,Male,CIVIL,3,A,CMRIT,Dr. Ramesh,6.63,5.49,8.69,9.35,6.88,6.1,7.35,7.42,7.19,26,22,23,57,3,5,124273,51677,False,0,67,5,0.62,3,6,High
CMR2023232,Christopher Parker,19,Male,CIVIL,1,B,CMRIT,Prof. Kavya,5.56,7.33,7.09,8.8,6.1,6.48,5.78,8.97,6.45,29,22,29,70,7,4,149901,65215,True,3,86,7,0.9,3,10,High
CMR2023233,Laura Roberts,18,Female,CIVIL,2,A,CMRIT,Dr. Arvind,7.17,6.11,9.64,9.73,9.57,9.49,7.09,5.22,8.16,27,28,20,55,1,8,116594,144230,False,0,81,9,0.87,7,8,High
