RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2023532,Donna Frye,20,Male,AIML,2,B,CMRIT,Prof. Kavya,7.5,8.6,8.6,7.29,6.95,8.77,9.6,7.4,8.0,29,24,30,99,0,4,70147,25361,True,0,23,8,0.34,0,5,Low
CMR2023927,Jacqueline Mccoy,23,Female,CSE,1,A,CMRIT,Dr. Arvind,6.41,8.6,5.33,8.54,7.92,7.99,8.07,7.6,7.5,25,26,26,67,7,5,79010,137824,True,0,23,6,0.37,10,6,Medium
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023400,Robin Young,18,Female,CIVIL,1,B,CMRIT,Dr. Ramesh,9.11,7.83,8.45,9.32,5.61,7.92,7.55,8.58,8.47,23,28,22,91,7,3,134841,40757,True,1,58,9,0.52,14,1,Medium
CMR2023093,Christina Walters,18,Female,CIVIL,2,B,CMRIT,Dr. Arvind,9.16,5.35,9.24,8.98,8.36,5.7,6.51,6.26,8.18,22,26,26,74,0,5,24389,122720,False,0,94,7,0.67,14,7,High
CMR2024088,Katherine Gallagher,19,Male,CIVIL,3,B,CMRIT,Prof. Meena,6.53,5.39,8.1,6.86,6.86,5.44,6.6,7.55,6.53,20,27,28,79,4,1,24757,28889,True,2,22,6,0.8,3,5,Medium
CMR2023244,Shannon Rivera,22,Female,AIML,1,A,CMRIT,Prof. Kavya,6.31,9.78,9.17,7.36,8.27,9.46,7.09,7.46,8.04,30,23,20,76,6,4,36288,77670,False,0,28,8,0.82,9,8,Low
CMR2023010,Monica Herrera,23,Female,EEE,3,A,CMRIT,Dr. Ramesh,7.29,9.99,9.98,5.37,6.07,6.33,9.67,9.4,7.5,23,25,24,59,1,2,46352,119867,False,0,98,9,0.67,10,9,High
CMR2023249,Kimberly Gutierrez,19,Male,MECH,1,A,CMRIT,Dr. Ramesh,7.64,8.58,9.82,5.86,8.77,5.02,8.63,9.62,8.11,28,27,25,66,1,5,53529,120255,True,1,65,7,0.6,8,4,Medium
CMR2024195,Cynthia Mueller,20,Male,CIVIL,4,B,CMRIT,Dr. Arvind,7.7,9.33,9.67,5.88,7.05,5.3,7.37,6.43,7.34,24,25,26,89,8,2,88011,120773,True,3,80,7,0.55,4,2,High
CMR2023414,Erica Alvarez,21,Female,MECH,4,B,CMRIT,Dr. Arvind,5.81,6.91,8.73,9.62,5.66,5.08,9.0,9.75,7.57,21,23,28,90,0,1,82548,93482,False,0,24,8,0.49,4,5,Low
CMR2023372,Ellen Morgan,20,Female,EEE,2,A,CMRIT,Prof. Kavya,9.34,9.76,8.42,6.35,8.18,5.42,5.35,7.03,8.47,24,27,26,61,4,2,142567,61126,False,0,43,4,0.36,14,7,High
CMR2023625,Michael Miller,23,Male,AIML,3,C,CMRIT,Prof. Kavya,8.89,6.71,6.87,6.26,9.67,6.97,7.97,5.98,7.56,25,29,24,97,1,5,53677,69651,True,2,70,5,0.91,3,9,Medium
CMR2023865,Antonio Mccormick,23,Male,CIVIL,2,A,CMRIT,Prof. Meena,8.75,6.45,8.73,9.11,7.86,8.65,7.88,7.11,8.26,27,26,26,63,3,0,39673,111809,True,1,61,9,0.83,6,1,Medium
CMR2023220,Courtney Mills,21,Female,MECH,1,A,CMRIT,Dr. Arvind,9.78,7.16,9.59,9.29,6.67,6.34,5.49,8.27,8.47,26,27,30,93,1,0,68385,56098,False,0,43,6,0.68,10,1,Low
CMR2023241,Matthew Moon,20,Male,CIVIL,4,A,CMRIT,Prof. Kavya,8.39,5.58,5.12,8.09,6.1,6.79,6.63,8.04,6.84,23,29,28,72,6,3,63233,77856,True,0,30,8,0.89,10,2,Medium
CMR2023364,Tracy Burke,23,Male,ECE,1,A,CMRIT,Dr. Ramesh,9.41,5.16,8.76,7.52,5.05,9.16,8.4,9.38,7.29,28,24,29,100,2,3,136562,85224,True,3,40,6,0.98,8,7,Medium
CMR2024128,Anna Briggs,22,Female,AIML,4,B,CMRIT,Prof. Kavya,7.01,6.11,9.92,6.38,7.94,9.85,5.1,9.54,7.73,25,28,28,78,3,5,6833,128440,True,3,28,6,0.88,2,3,Low
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023430,Maria Henderson,19,Female,ECE,4,A,CMRIT,Prof. Kavya,9.7,5.18,5.1,9.7,5.51,6.99,7.42,5.78,6.92,24,20,23,95,1,1,69830,13854,False,0,35,7,0.76,2,5,Medium
CMR2023128,Cameron Fisher,20,Female,ECE,3,C,CMRIT,Prof. Meena,8.02,5.45,7.21,9.57,7.04,7.42,7.58,6.87,7.45,20,28,22,52,3,0,22201,86559,False,0,37,8,0.92,0,3,High
CMR2023271,Veronica Simpson,23,Female,ECE,1,C,CMRIT,Dr. Ramesh,7.74,8.01,5.46,6.28,6.2,8.85,6.99,5.1,7.88,23,22,26,97,2,5,110485,79694,True,0,58,7,0.86,11,5,Medium
CMR2023552,Diana Hays,22,Female,AIML,2,A,CMRIT,Dr. Arvind,8.81,5.86,9.83,6.92,7.71,5.09,5.8,7.86,7.86,29,24,27,98,3,4,37653,30082,True,3,48,5,0.62,2,3,Low
CMR2023500,Jennifer Banks,20,Male,ECE,2,C,CMRIT,Prof. Kavya,9.5,7.49,8.02,9.99,9.6,9.69,9.64,7.74,8.75,26,27,21,90,6,0,22160,93694,True,2,38,5,0.97,7,4,Low
CMR2024020,Jason Hernandez,20,Female,ECE,2,B,CMRIT,Prof. Kavya,9.57,9.32,5.65,7.06,9.92,8.16,9.58,8.36,7.9,20,20,24,88,5,6,127267,12576,True,0,27,9,0.47,4,10,High
CMR2023313,Tracy Ballard,19,Female,CSE,4,C,CMRIT,Prof. Kavya,7.63,9.55,9.4,7.3,7.88,8.69,6.44,9.4,8.29,27,25,24,69,6,2,107521,50908,False,0,51,5,0.93,11,7,Medium
CMR2024151,Robert West,23,Female,CSE,2,A,CMRIT,Prof. Meena,9.69,9.92,8.84,9.34,8.95,8.98,6.98,7.87,9.45,30,29,27,91,7,4,104436,144873,True,3,20,8,0.52,7,2,Low
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2024185,John Duncan,23,Male,EEE,2,C,CMRIT,Dr. Arvind,8.29,9.37,9.71,6.62,8.4,7.25,9.9,7.93,8.5,24,20,29,91,4,0,27291,111532,False,0,24,8,0.38,3,7,Low
CMR2023644,Edwin Nunez,21,Male,AIML,3,A,CMRIT,Prof. Meena,9.68,7.75,7.7,6.94,8.81,5.65,9.23,6.3,7.75,21,22,20,75,7,4,41921,131314,True,3,35,6,0.73,7,4,Low
CMR2023410,Angela Lin,19,Male,EEE,1,C,CMRIT,Dr. Arvind,6.76,6.72,9.59,6.19,5.46,5.05,7.07,8.76,6.74,28,29,20,60,5,3,8905,70515,True,0,27,5,0.61,4,1,Medium
CMR2023644,Edwin Nunez,21,Male,AIML,3,A,CMRIT,Prof. Meena,9.68,7.75,7.7,6.94,8.81,5.65,9.23,6.3,7.75,21,22,20,75,7,4,41921,131314,True,3,35,6,0.73,7,4,Low
CMR2024129,James Rivers,23,Female,CIVIL,3,C,CMRIT,Dr. Arvind,7.98,5.91,6.63,8.97,7.82,7.21,7.22,8.0,7.42,21,21,30,95,4,5,54379,122758,True,0,59,6,0.63,2,8,Medium
CMR2024093,Michael Sims,18,Female,EEE,2,C,CMRIT,Prof. Kavya,7.29,6.76,6.41,7.33,6.12,8.62,8.91,9.8,6.95,23,20,26,75,3,6,121246,141427,False,0,33,9,0.48,4,10,High
CMR2024151,Robert West,23,Female,CSE,2,A,CMRIT,Prof. Meena,9.69,9.92,8.84,9.34,8.95,8.98,6.98,7.87,9.45,30,29,27,91,7,4,104436,144873,True,3,20,8,0.52,7,2,Low
CMR2023580,William Evans,23,Female,MECH,3,A,CMRIT,Prof. Meena,8.76,5.2,9.59,7.1,8.29,6.35,5.26,5.34,7.55,29,20,21,77,8,3,130036,16147,False,0,66,7,0.68,4,3,Medium
CMR2023851,Paul Lawrence,19,Male,EEE,1,B,CMRIT,Prof. Meena,9.03,8.02,8.12,7.64,6.42,5.37,6.86,6.55,8.52,27,30,22,66,2,0,40360,18237,False,0,43,8,0.67,2,3,Medium
CMR2023387,James Padilla,19,Female,MECH,1,C,CMRIT,Dr. Ramesh,6.3,8.92,5.55,9.74,5.38,6.65,8.06,9.06,7.61,24,22,22,80,7,1,125768,36431,True,2,38,8,0.92,14,7,Low
CMR2023242,Kevin Walters,21,Female,MECH,1,C,CMRIT,Dr. Arvind,6.99,8.58,7.14,6.93,5.06,6.72,6.54,7.23,7.79,28,21,23,86,6,2,121449,113949,False,0,56,5,0.86,14,7,Medium
CMR2023496,Austin Osborne,23,Female,CSE,3,C,CMRIT,Dr. Arvind,9.74,8.64,8.57,7.45,8.52,9.71,9.93,6.08,8.77,27,24,28,95,0,0,84865,91647,True,3,38,8,0.99,9,6,Low
CMR2023425,Gregory Ponce,20,Male,MECH,3,B,CMRIT,Prof. Meena,8.15,7.56,8.89,8.53,6.57,9.62,7.17,9.66,8.22,28,25,23,56,7,2,14341,7089,True,1,95,7,0.91,3,4,High
CMR2023552,Diana Hays,22,Female,AIML,2,A,CMRIT,Dr. Arvind,8.81,5.86,9.83,6.92,7.71,5.09,5.8,7.86,7.86,29,24,27,98,3,4,37653,30082,True,3,48,5,0.62,2,3,Low
CMR2024024,James Washington,20,Male,ECE,4,B,CMRIT,Dr. Arvind,9.14,5.01,6.64,6.31,5.52,9.65,8.73,8.36,7.42,23,28,27,70,4,1,64155,98676,True,3,72,6,0.95,13,8,Medium
CMR2023914,Dale Chan,21,Female,CIVIL,4,C,CMRIT,Prof. Kavya,6.38,7.86,8.18,6.8,8.11,9.15,6.78,9.17,7.8,21,25,22,88,6,2,105571,110980,False,0,62,8,0.89,4,8,Medium
CMR2023760,Mary Kelly,22,Female,EEE,2,B,CMRIT,Prof. Meena,8.84,5.92,9.28,5.62,5.04,6.18,9.66,8.24,7.42,24,27,20,63,3,6,72795,135784,False,0,81,7,0.51,4,6,High
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
CMR2023983,Sean Curtis,20,Female,CSE,3,C,CMRIT,Prof. Kavya,9.59,5.63,8.39,8.62,7.2,8.38,5.5,5.87,7.97,23,24,23,81,2,0,144202,144091,True,2,84,6,0.9,1,5,High
CMR2023351,Kimberly Nguyen,19,Male,CSE,1,C,CMRIT,Dr. Arvind,6.06,7.36,9.54,5.5,5.92,9.74,6.82,6.52,6.71,21,30,20,73,5,3,149642,39159,False,0,66,9,0.87,11,10,Medium
CMR2024111,Breanna Rivas,20,Male,CSE,4,C,CMRIT,Prof. Meena,7.2,5.17,5.03,6.82,8.21,7.39,6.14,6.6,6.57,29,22,21,79,3,5,36833,106864,True,2,23,7,0.79,9,9,Medium
CMR2023266,Kimberly Gibson,20,Male,EEE,2,B,CMRIT,Prof. Kavya,5.14,9.88,6.18,7.25,6.24,7.91,8.24,5.43,7.11,27,22,25,75,0,0,109216,60631,False,0,74,9,0.72,1,2,Medium
CMR2023580,William Evans,23,Female,MECH,3,A,CMRIT,Prof. Meena,8.76,5.2,9.59,7.1,8.29,6.35,5.26,5.34,7.55,29,20,21,77,8,3,130036,16147,False,0,66,7,0.68,4,3,Medium
CMR2023938,Amy Ramirez,22,Female,AIML,1,B,CMRIT,Dr. Ramesh,9.56,5.7,7.18,5.92,9.41,8.09,5.45,5.79,7.63,27,24,22,97,1,5,41394,39346,True,2,31,7,0.62,14,3,Low
CMR2023496,Austin Osborne,23,Female,CSE,3,C,CMRIT,Dr. Arvind,9.74,8.64,8.57,7.45,8.52,9.71,9.93,6.08,8.77,27,24,28,95,0,0,84865,91647,True,3,38,8,0.99,9,6,Low
CMR2023135,Jose Schultz,18,Male,MECH,4,C,CMRIT,Prof. Meena,7.02,9.83,6.92,5.19,6.0,6.87,5.07,6.61,6.69,28,23,20,59,2,1,6081,70227,True,2,59,5,0.37,8,10,High
CMR2023182,Angela Vaughn,18,Female,ECE,2,B,CMRIT,Dr. Ramesh,7.43,7.19,6.47,8.49,5.95,5.93,6.74,8.66,7.39,24,29,28,89,8,6,47033,23055,True,3,57,6,0.68,7,1,High
CMR2023213,Katherine Salas,21,Male,CSE,2,A,CMRIT,Dr. Ramesh,8.79,8.3,7.26,6.46,8.08,7.24,6.03,9.39,7.7,24,29,30,94,2,4,84835,118961,False,0,31,8,0.31,8,7,Low
CMR2024151,Robert West,23,Female,CSE,2,A,CMRIT,Prof. Meena,9.69,9.92,8.84,9.34,8.95,8.98,6.98,7.87,9.45,30,29,27,91,7,4,104436,144873,True,3,20,8,0.52,7,2,Low
CMR2023293,Margaret Coleman,22,Female,CIVIL,2,A,CMRIT,Dr. Ramesh,9.67,7.41,7.99,9.2,6.9,6.76,8.16,7.93,8.57,28,24,20,86,8,4,47314,145008,True,2,31,7,0.79,13,3,Low
CMR2023725,Rebecca Marquez,21,Male,CIVIL,1,A,CMRIT,Prof. Kavya,7.1,7.81,6.98,6.55,8.33,7.18,7.0,7.86,7.46,29,27,24,94,5,0,28337,115045,True,3,64,7,0.78,0,5,Medium
CMR2023932,Joel Jackson,22,Female,MECH,2,A,CMRIT,Prof. Kavya,9.63,5.09,5.36,9.47,5.51,6.44,9.33,9.72,7.39,23,24,21,58,2,8,92272,38095,True,2,56,7,0.69,12,8,High
CMR2024099,Steven Howard,19,Male,ECE,1,B,CMRIT,Prof. Meena,8.72,7.26,9.24,9.77,5.92,5.39,6.84,7.82,7.99,20,24,21,91,1,2,140419,48516,True,2,28,7,0.58,0,9,Low
CMR2023259,Mrs. Kristen Reyes,20,Male,CIVIL,2,B,CMRIT,Dr. Arvind,9.12,8.23,6.28,8.01,7.03,5.57,5.96,6.23,7.91,24,27,27,82,8,2,119329,115629,True,1,40,6,0.4,4,5,Low
CMR2023600,Casey Gillespie,18,Male,EEE,2,B,CMRIT,Prof. Meena,6.07,6.55,8.89,5.41,9.37,9.11,6.46,9.91,6.73,26,22,25,74,2,4,102954,81182,True,1,71,5,0.8,5,6,Medium
CMR2023315,Jordan Chambers,18,Female,EEE,3,C,CMRIT,Prof. Meena,9.28,6.98,5.05,5.57,9.59,6.64,8.74,7.42,7.18,21,21,28,46,2,4,68515,119746,True,3,55,5,0.42,0,10,High
CMR2023232,Christopher Parker,19,Male,CIVIL,1,B,CMRIT,Prof. Kavya,5.56,7.33,7.09,8.8,6.1,6.48,5.78,8.97,6.45,29,22,29,70,7,4,149901,65215,True,3,86,7,0.9,3,10,High
CMR2023773,Samuel Wong,22,Female,EEE,1,B,CMRIT,Dr. Arvind,7.25,6.23,8.25,9.3,9.1,6.2,7.44,5.93,6.74,25,21,21,98,3,7,104570,81068,True,3,98,4,0.76,13,9,High
CMR2023214,Julie Alexander,18,Female,MECH,1,A,CMRIT,Dr. Arvind,5.55,6.41,5.16,7.16,7.95,8.13,8.56,7.03,5.98,26,28,23,49,4,2,50458,129484,True,1,91,7,0.89,5,7,High
CMR2023462,Riley Bryant,21,Female,EEE,1,A,CMRIT,Prof. Kavya,9.24,8.79,7.9,8.96,8.61,6.83,8.28,5.71,9.02,23,27,23,88,4,5,74339,30460,False,0,29,7,0.93,7,4,Low
CMR2024151,Robert West,23,Female,CSE,2,A,CMRIT,Prof. Meena,9.69,9.92,8.84,9.34,8.95,8.98,6.98,7.87,9.45,30,29,27,91,7,4,104436,144873,True,3,20,8,0.52,7,2,Low
CMR2023826,Heather Brown,18,Female,CSE,3,A,CMRIT,Prof. Kavya,5.5,8.2,6.5,8.33,5.25,9.26,7.43,7.96,7.17,30,22,24,74,3,4,127195,38252,False,0,52,5,0.41,1,9,Medium
CMR2023091,Brian Rodriguez,19,Female,AIML,2,B,CMRIT,Dr. Arvind,6.34,5.73,5.84,6.38,6.5,8.91,6.81,9.72,6.07,30,27,29,64,5,7,56261,125025,True,1,58,4,0.96,5,10,High
CMR2023465,Jeffrey Mendez,21,Male,CIVIL,1,B,CMRIT,Prof. Kavya,6.55,6.12,6.39,8.89,8.95,8.25,6.78,7.3,6.33,30,20,28,44,4,8,64866,58092,False,0,24,7,0.74,5,9,High
CMR2023465,Jeffrey Mendez,21,Male,CIVIL,1,B,CMRIT,Prof. Kavya,6.55,6.12,6.39,8.89,8.95,8.25,6.78,7.3,6.33,30,20,28,44,4,8,64866,58092,False,0,24,7,0.74,5,9,High
CMR2023556,Kathryn Williams,20,Male,MECH,3,B,CMRIT,Prof. Kavya,6.47,9.29,6.39,9.58,6.15,6.56,7.6,6.16,7.41,21,29,20,78,1,1,51122,80561,False,0,74,5,0.47,12,4,Medium
CMR2023685,Mr. Michael Scott PhD,19,Female,CSE,1,C,CMRIT,Dr. Arvind,6.14,9.08,8.97,5.27,7.85,6.0,5.16,5.35,7.61,26,29,25,96,8,4,8855,6206,False,0,52,9,0.88,10,2,Medium
CMR2023522,Hannah Everett,21,Female,AIML,3,C,CMRIT,Dr. Arvind,6.14,7.43,8.62,7.16,9.74,5.8,9.85,5.3,7.48,21,21,25,40,4,2,129964,80843,True,1,86,7,0.86,6,8,High
CMR2023991,Brian Harris,18,Female,CIVIL,1,A,CMRIT,Prof. Meena,9.57,7.28,7.17,6.34,6.83,8.97,8.97,8.36,8.43,29,25,21,96,1,4,52265,61804,False,0,20,8,0.56,12,2,Low
CMR2023385,Chad Scott,21,Male,CSE,4,A,CMRIT,Dr. Arvind,7.96,6.18,5.11,5.09,8.92,7.88,5.02,7.31,6.68,22,26,20,86,4,4,144845,143284,True,2,22,4,0.63,13,7,High
CMR2023056,Timothy Duncan,18,Female,AIML,2,A,CMRIT,Dr. Arvind,9.59,7.36,9.16,8.79,7.35,8.08,9.53,5.1,8.72,23,22,28,80,7,1,143352,115953,True,2,50,6,0.39,3,7,Low
CMR2023491,Heather Bolton,22,Female,CIVIL,4,B,CMRIT,Prof. Kavya,9.22,9.28,6.67,8.08,8.7,9.18,6.14,9.14,8.3,21,21,30,62,5,7,111447,87031,False,0,43,7,0.44,13,8,High
CMR2023414,Erica Alvarez,21,Female,MECH,4,B,CMRIT,Dr. Arvind,5.81,6.91,8.73,9.62,5.66,5.08,9.0,9.75,7.57,21,23,28,90,0,1,82548,93482,False,0,24,8,0.49,4,5,Low
CMR2023414,Erica Alvarez,21,Female,MECH,4,B,CMRIT,Dr. Arvind,5.81,6.91,8.73,9.62,5.66,5.08,9.0,9.75,7.57,21,23,28,90,0,1,82548,93482,False,0,24,8,0.49,4,5,Low
CMR2023002,Angie Henderson,21,Female,EEE,3,A,CMRIT,Dr. Arvind,6.78,8.35,8.51,8.42,5.36,8.17,7.67,6.22,7.6,27,26,24,98,5,3,62570,90008,True,1,24,6,0.58,1,4,Low
CMR2023128,Cameron Fisher,20,Female,ECE,3,C,CMRIT,Prof. Meena,8.02,5.45,7.21,9.57,7.04,7.42,7.58,6.87,7.45,20,28,22,52,3,0,22201,86559,False,0,37,8,0.92,0,3,High
CMR2023460,Kelsey Rodriguez,18,Female,MECH,2,A,CMRIT,Prof. Meena,6.85,9.37,5.88,9.69,9.61,6.61,6.46,9.47,7.95,23,29,27,91,5,2,125374,69237,False,0,50,5,0.98,8,2,Low
CMR2023272,Jonathan Lawrence,23,Male,ECE,2,B,CMRIT,Prof. Meena,9.43,7.38,7.82,7.12,8.78,9.05,8.07,7.17,7.94,26,21,20,73,8,1,139569,94586,False,0,48,9,0.78,2,8,Medium
CMR2023696,Joseph Hill,23,Female,CIVIL,1,B,CMRIT,Prof. Kavya,5.03,8.82,7.71,9.57,7.55,6.21,5.76,9.51,6.93,21,26,26,61,8,8,121410,62657,True,0,56,9,0.53,14,8,High
CMR2024025,Amanda Hill,19,Male,AIML,3,A,CMRIT,Prof. Kavya,5.04,6.78,6.87,6.34,9.72,7.09,6.59,9.07,6.97,25,23,29,60,5,0,143209,146024,False,0,41,9,0.38,8,10,Medium
CMR2023681,Justin Walker,21,Female,ECE,3,A,CMRIT,Prof. Meena,7.43,6.45,5.45,8.74,7.44,6.93,5.92,5.37,7.07,28,30,30,67,4,2,149552,42920,False,0,31,8,0.8,6,3,Medium
CMR2023611,Michael Lopez,21,Male,EEE,1,B,CMRIT,Prof. Meena,9.86,5.15,7.21,8.75,6.55,9.72,8.62,7.6,7.5,23,25,30,49,6,5,99844,68953,True,0,56,4,0.93,6,2,High
CMR2023500,Jennifer Banks,20,Male,ECE,2,C,CMRIT,Prof. Kavya,9.5,7.49,8.02,9.99,9.6,9.69,9.64,7.74,8.75,26,27,21,90,6,0,22160,93694,True,2,38,5,0.97,7,4,Low
CMR2024099,Steven Howard,19,Male,ECE,1,B,CMRIT,Prof. Meena,8.72,7.26,9.24,9.77,5.92,5.39,6.84,7.82,7.99,20,24,21,91,1,2,140419,48516,True,2,28,7,0.58,0,9,Low
CMR2023338,Scott Thomas,21,Male,EEE,4,A,CMRIT,Dr. Ramesh,8.77,6.04,8.29,5.59,9.31,8.48,5.03,7.24,7.34,25,21,20,47,8,4,38768,59061,True,0,91,6,0.9,0,2,High
CMR2023474,Robin Thompson,18,Female,CSE,3,C,CMRIT,Prof. Meena,6.41,6.67,5.34,5.38,5.46,7.79,5.56,5.79,6.17,28,21,29,81,5,1,127800,55040,True,3,55,7,0.62,14,3,Medium
CMR2024012,Peter Thompson,21,Female,EEE,4,C,CMRIT,Dr. Arvind,5.0,6.69,7.71,7.53,9.72,8.43,6.92,8.31,7.54,24,29,30,76,8,5,52369,58584,False,0,46,6,0.73,10,7,Low
CMR2023516,William Day,21,Female,CSE,3,C,CMRIT,Prof. Meena,6.68,9.02,9.27,8.92,7.04,6.71,9.71,8.6,7.94,28,23,27,97,1,0,78830,74906,True,3,30,9,0.94,13,9,Low
CMR2023930,Jill Anderson,23,Male,CSE,3,C,CMRIT,Prof. Kavya,5.7,5.71,5.74,5.87,5.78,5.07,6.39,6.63,5.65,22,28,23,57,7,1,98825,82898,True,0,54,4,0.33,12,9,High
CMR2024061,Shannon Green,22,Male,CIVIL,4,C,CMRIT,Prof. Kavya,8.9,6.7,5.86,8.98,5.7,5.57,7.86,9.65,7.4,20,28,28,54,3,5,124405,101164,False,0,85,4,0.4,13,10,High
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
CMR2023820,Debra Perry,23,Female,ECE,2,C,CMRIT,Prof. Meena,6.32,8.74,7.93,5.12,8.61,7.53,7.73,6.51,7.03,20,26,27,76,2,0,100259,113208,True,1,25,8,0.31,11,2,Medium
CMR2023532,Donna Frye,20,Male,AIML,2,B,CMRIT,Prof. Kavya,7.5,8.6,8.6,7.29,6.95,8.77,9.6,7.4,8.0,29,24,30,99,0,4,70147,25361,True,0,23,8,0.34,0,5,Low
CMR2023332,Jordan Bates,19,Male,ECE,1,B,CMRIT,Dr. Ramesh,5.56,6.7,7.96,5.94,9.71,7.86,5.64,6.57,6.13,26,29,20,73,3,1,86474,21222,True,3,74,6,0.84,12,3,Medium
CMR2023643,Courtney Smith,23,Male,ECE,1,C,CMRIT,Dr. Arvind,9.91,5.75,6.43,5.64,9.2,7.96,8.5,6.83,7.83,25,26,21,89,1,3,5324,61260,False,0,36,9,0.71,13,1,Low
CMR2023807,Robert Gonzales,19,Male,ECE,1,C,CMRIT,Dr. Arvind,9.46,5.78,9.24,8.51,8.47,8.1,9.33,7.89,7.62,24,28,24,78,1,0,136960,22290,True,0,21,6,0.94,11,7,Low
CMR2023562,Robert Richardson,20,Male,MECH,1,B,CMRIT,Prof. Meena,7.17,7.57,8.33,7.74,8.74,7.53,9.99,5.77,7.37,26,25,30,54,0,0,120307,75020,True,1,45,4,0.73,4,7,High
CMR2023643,Courtney Smith,23,Male,ECE,1,C,CMRIT,Dr. Arvind,9.91,5.75,6.43,5.64,9.2,7.96,8.5,6.83,7.83,25,26,21,89,1,3,5324,61260,False,0,36,9,0.71,13,1,Low
CMR2023392,Brian Smith,19,Female,EEE,2,A,CMRIT,Prof. Kavya,6.74,6.44,7.98,8.67,5.47,7.52,8.5,7.38,7.46,24,23,22,67,5,0,87604,23207,True,1,62,7,0.4,0,8,Medium
CMR2023532,Donna Frye,20,Male,AIML,2,B,CMRIT,Prof. Kavya,7.5,8.6,8.6,7.29,6.95,8.77,9.6,7.4,8.0,29,24,30,99,0,4,70147,25361,True,0,23,8,0.34,0,5,Low
CMR2023496,Austin Osborne,23,Female,CSE,3,C,CMRIT,Dr. Arvind,9.74,8.64,8.57,7.45,8.52,9.71,9.93,6.08,8.77,27,24,28,95,0,0,84865,91647,True,3,38,8,0.99,9,6,Low
CMR2023594,Tanya Russell,22,Male,AIML,1,B,CMRIT,Dr. Ramesh,6.3,6.66,5.68,5.89,7.14,9.25,6.03,9.01,6.48,23,30,21,87,5,7,140778,43750,False,0,29,7,0.8,8,2,High
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023706,Adam Jackson,20,Male,ECE,2,B,CMRIT,Prof. Kavya,9.6,8.69,9.7,7.77,6.6,8.37,5.51,7.57,8.94,28,30,20,82,6,4,144932,134234,True,3,38,9,0.47,4,2,Low
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
CMR2023256,Susan Murray MD,18,Female,MECH,1,B,CMRIT,Prof. Meena,7.85,6.61,5.49,7.44,8.45,6.03,7.48,9.06,7.23,30,25,22,93,8,3,83517,100245,False,0,45,7,0.74,12,2,Medium
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023463,Taylor Carlson,20,Female,ECE,4,C,CMRIT,Dr. Arvind,7.84,7.97,8.81,5.74,6.44,6.11,6.85,6.81,7.07,24,24,22,49,4,6,84886,129593,False,0,57,5,0.82,11,3,High
CMR2023387,James Padilla,19,Female,MECH,1,C,CMRIT,Dr. Ramesh,6.3,8.92,5.55,9.74,5.38,6.65,8.06,9.06,7.61,24,22,22,80,7,1,125768,36431,True,2,38,8,0.92,14,7,Low
CMR2023462,Riley Bryant,21,Female,EEE,1,A,CMRIT,Prof. Kavya,9.24,8.79,7.9,8.96,8.61,6.83,8.28,5.71,9.02,23,27,23,88,4,5,74339,30460,False,0,29,7,0.93,7,4,Low
